method,metric,mean,median,sd
cox,training.time,0.00146326621373494,0.00146326621373494,0
cox,evaluating.time,0.000132485230763753,0.000132485230763753,0
cox,AIC,326.854693738486,326.854693738486,0
cox,c.index,0.567734352042316,0.567734352042316,0
cox,AUC,0.638440373632535,0.64622641509434,0.0420530064081835
